	X107.0_1	X107.0_2	X107.0_3	X107.15_1	X107.15_2	X107.15_3	X90.0_1	X90.0_2	X90.0_3	X90.15_1	X90.15_2	X90.15_3
Ciclev10000042m	31.9914277398134	25.729989040615	40.0379107684322	35.2669797954071	27.8925325000606	32.4641205472552	23.4503223537487	39.4697653554048	32.559232644005	41.2997120637365	37.1489605060673	41.3450034846827
Ciclev10000041m	22.2033902670846	19.3684906464674	26.9485937864448	22.6549472857913	21.2026407592337	22.6350183054392	12.4763553469805	27.6345809839152	20.2351594613982	29.4160529795904	27.0225119343833	29.5395099709765
Ciclev10000044m	31.7338478063205	25.5595917622004	39.9865801136009	35.1502017166144	27.4609265812975	32.4641205472552	23.4503223537487	39.0101465448616	32.3439649901604	40.7668125532367	36.7013826686448	40.7779273770374
Ciclev10000053m	20.0912348124432	17.3805223982963	24.8953675931918	19.5603281977838	20.1775767021715	19.4897055880581	9.53689989873902	24.8768681206555	16.6832431729613	27.0180051823412	24.3370449098483	26.5494723124833
Ciclev10000057m	30.2914001787605	24.6508062773221	38.3439991589985	33.2817524559306	26.7056162234622	30.83529789004	21.8172915491701	37.8036471671854	30.2989222786361	39.2746939238371	35.6383853047664	39.9015370288583
Ciclev10000056m	20.9670065863189	18.5165042543941	26.0759726543123	21.3119993796748	20.4473304013984	21.3431934393719	11.3005731676839	26.7153433628286	18.9435535383302	28.2436740564908	25.9035673408271	28.405357755686
Ciclev10000045m	13.0850606214373	13.1205904379295	11.8060506112044	7.41540800333892	11.1138524081479	10.2784326300133	10.9739670067682	10.6861373451314	11.6244533076117	7.99349265749738	9.1753456671612	10.5166841781487
Ciclev10000047m	8.50013780526442	12.5525995098806	6.31367054425277	4.61273411231319	8.30841393618825	7.35778510673085	3.8539526988055	5.63033042915528	4.57443764419906	4.10332623084866	5.4828285084256	3.76332325982772
Ciclev10000048m	81.652838917237	85.0282419289199	110.258246577683	91.6124028129037	85.6198241346153	97.6731931343889	55.2617624269398	99.7372818878934	79.8642995763694	114.626684708512	100.537171731029	103.774927699085
Ciclev10000050m	84.0740902920699	87.6977992907497	112.978771283743	93.6560191917766	87.6699522487397	99.9760113739001	58.070575410815	102.150280643246	81.9631592013549	117.184602358912	104.005899971053	105.476156022021
Ciclev10000049m	80.8285831300598	84.2898537224563	109.744940029369	91.5540137735073	84.7026615572439	97.6170268358643	55.1964411947567	99.1053060233964	79.1108627879131	114.253655051163	100.872855109095	103.568718205396
Ciclev10000051m	86.8044375870942	89.9129639101404	117.085223670249	98.0351971465043	90.3135385011632	103.402155583905	62.6430616636351	105.999588181546	86.3223291917093	119.795809960361	106.187841928488	108.930165041315
Ciclev10000052m	27.9216647906262	32.5458801772018	25.1006902125171	20.7864980251075	27.0832714023799	25.6118321272463	18.0939813147309	26.8302480654644	20.0737087210147	24.0870578745921	23.8894670724258	22.6314919323886
Ciclev10000058m	27.458020910339	32.0346883419578	24.4847223545412	20.7281089857112	26.7056162234622	25.2186680375737	17.8980176181815	26.3706292549211	19.6969903267865	23.7140282172422	23.4978364646811	22.3221776918549
Ciclev10000054m	1.64851157435431	4.88472198122052	0.513306548313234	0.175167118189108	1.29481775628908	0.842494477869945	0.130642464366288	1.14904702635822	0	0.106579902099965	0.391630607744685	0.154657120266893
Ciclev10000055m	2.83337926842147	5.5095120020743	3.84979911234925	2.27717253645841	3.83050252902186	3.93164089672641	0.522569857465152	4.13656929488959	2.26031036536895	2.66449755249913	3.13304486195748	3.04159003191556
Ciclev10000059m	37.452122329862	61.7406138789151	29.053150634529	25.8079554131953	39.3300893472807	37.1259233248022	30.0477668042462	40.3890029764914	34.0122893074565	32.3470002873394	33.7361794957208	31.5500525344461
Ciclev10000062m	34.3611631279477	54.4135309070844	26.4352872381315	23.9978951919078	38.1971238105278	38.2492492952955	20.5108669055072	28.2665568484122	23.0874558748399	23.2877086088424	25.7357256517936	23.9203012679461
Ciclev10000094m	33.5369073407705	52.6527590301328	26.0246419994809	23.1804486403587	37.1181090136202	37.6875863100489	20.1189395124084	28.0941997944585	22.441652913306	22.6482291962426	25.0084116659821	23.1985680400339
Ciclev10000063m	91.1317804697743	91.9009321583116	86.4408227359485	68.0232308967704	83.8934004595632	77.5656582625596	67.9994027026529	91.8663097573396	72.3299316918063	79.8816366239239	72.9551874998671	70.8845134556592
